104	728
103	727
102	726
101	725
100	724
99	723
98	722
97	721
96	720
95	767
94	766
93	765
92	764
91	763
90	762
89	761
88	760
87	759
86	758
85	757
84	756
83	755
82	754
81	753
80	752
79	751
78	750
77	749
76	748
75	747
74	746
73	745
72	744
71	791
70	790
69	789
68	788
67	787
66	786
65	785
64	784
63	783
62	782
61	781
60	780
59	779
58	778
57	777
56	776
55	775
54	774
53	773
52	772
51	771
50	770
49	769
48	768
47	815
46	814
45	813
44	812
43	811
42	810
41	809
40	808
39	807
38	806
37	805
36	804
35	803
34	802
33	801
32	800
31	799
30	798
29	797
28	796
27	795
26	794
25	793
24	792
23	839
22	838
21	837
20	836
19	835
18	834
17	833
16	832
15	831
14	830
13	829
12	828
11	827
10	826
9	825
8	824
7	823
6	822
5	821
4	820
3	819
2	818
1	817
0	816
119	863
118	862
117	861
116	860
115	859
114	858
113	857
112	856
111	855
110	854
109	853
108	852
107	851
106	850
105	849
104	848
103	847
102	846
101	845
100	844
99	843
98	842
97	841
96	840
95	887
94	886
93	885
92	884
91	883
90	882
89	881
88	880
87	879
86	878
85	877
84	876
83	875
82	874
81	873
80	872
79	871
78	870
77	869
76	868
75	867
74	866
73	865
72	864
71	911
70	910
69	909
68	908
67	907
66	906
65	905
64	904
63	903
62	902
61	901
60	900
59	899
58	898
57	897
56	896
55	895
54	894
53	893
52	892
51	891
50	890
49	889
48	888
47	935
46	934
45	933
44	932
43	931
42	930
41	929
40	928
39	927
38	926
37	925
36	924
35	923
34	922
33	921
32	920
31	919
30	918
29	917
28	916
27	915
26	914
25	913
24	912
23	959
22	958
21	957
20	956
19	955
18	954
17	953
16	952
15	951
14	950
13	949
12	948
11	947
10	946
9	945
8	944
7	943
6	942
5	941
4	940
3	939
2	938
1	937
0	936
119	983
118	982
117	981
116	980
115	979
114	978
113	977
112	976
111	975
110	974
109	973
108	972
107	971
106	970
105	969
104	968
103	967
102	966
101	965
100	964
99	963
98	962
97	961
96	960
95	1007
94	1006
93	1005
92	1004
91	1003
90	1002
89	1001
88	1000
87	999
86	998
85	997
84	996
83	995
82	994
81	993
80	992
79	991
78	990
77	989
76	988
75	987
74	986
73	985
72	984
71	1031
70	1030
69	1029
68	1028
67	1027
66	1026
65	1025
64	1024
63	1023
62	1022
61	1021
60	1020
59	1019
58	1018
57	1017
56	1016
55	1015
54	1014
53	1013
52	1012
51	1011
50	1010
49	1009
48	1008
47	1055
46	1054
45	1053
44	1052
43	1051
42	1050
41	1049
40	1048
39	1047
38	1046
37	1045
36	1044
35	1043
34	1042
33	1041
32	1040
31	1039
30	1038
29	1037
28	1036
27	1035
26	1034
25	1033
24	1032
23	1079
22	1078
21	1077
20	1076
19	1075
18	1074
17	1073
16	1072
15	1071
14	1070
13	1069
12	1068
11	1067
10	1066
9	1065
8	1064
7	1063
6	1062
5	1061
4	1060
3	1059
2	1058
1	1057
0	1056
119	1103
118	1102
117	1101
116	1100
115	1099
114	1098
113	1097
112	1096
111	1095
110	1094
109	1093
108	1092
107	1091
106	1090
105	1089
104	1088
103	1087
102	1086
101	1085
100	1084
99	1083
98	1082
97	1081
96	1080
95	1127
94	1126
93	1125
92	1124
91	1123
90	1122
89	1121
88	1120
87	1119
86	1118
85	1117
84	1116
83	1115
82	1114
81	1113
80	1112
79	1111
78	1110
77	1109
76	1108
75	1107
74	1106
73	1105
72	1104
71	1151
70	1150
69	1149
68	1148
67	1147
66	1146
65	1145
64	1144
63	1143
62	1142
61	1141
60	1140
59	1139
58	1138
57	1137
56	1136
55	1135
54	1134
53	1133
52	1132
51	1131
50	1130
49	1129
48	1128
47	1175
46	1174
45	1173
44	1172
43	1171
42	1170
41	1169
40	1168
39	1167
38	1166
37	1165
36	1164
35	1163
34	1162
33	1161
32	1160
31	1159
30	1158
29	1157
28	1156
27	1155
26	1154
25	1153
24	1152
23	1199
22	1198
21	1197
20	1196
19	1195
18	1194
17	1193
16	1192
15	1191
14	1190
13	1189
12	1188
11	1187
10	1186
9	1185
8	1184
7	1183
6	1182
5	1181
4	1180
3	1179
2	1178
1	1177
0	1176
119	1223
118	1222
117	1221
116	1220
115	1219
114	1218
113	1217
112	1216
111	1215
110	1214
109	1213
108	1212
107	1211
106	1210
105	1209
104	1208
103	1207
102	1206
101	1205
100	1204
99	1203
98	1202
97	1201
96	1200
95	1247
94	1246
93	1245
92	1244
91	1243
90	1242
89	1241
88	1240
87	1239
86	1238
85	1237
84	1236
83	1235
82	1234
81	1233
80	1232
79	1231
78	1230
77	1229
76	1228
75	1227
74	1226
73	1225
72	1224
71	1271
70	1270
69	1269
68	1268
67	1267
66	1266
65	1265
64	1264
63	1263
62	1262
61	1261
60	1260
59	1259
58	1258
57	1257
56	1256
55	1255
54	1254
53	1253
52	1252
51	1251
50	1250
49	1249
48	1248
47	1295
46	1294
45	1293
44	1292
43	1291
42	1290
41	1289
40	1288
39	1287
38	1286
37	1285
36	1284
35	1283
34	1282
33	1281
32	1280
31	1279
30	1278
29	1277
28	1276
27	1275
26	1274
25	1273
24	1272
23	1319
22	1318
21	1317
20	1316
19	1315
18	1314
17	1313
16	1312
15	1311
14	1310
13	1309
12	1308
11	1307
10	1306
9	1305
8	1304
7	1303
6	1302
5	1301
4	1300
3	1299
2	1298
1	1297
0	1296
119	1343
118	1342
117	1341
116	1340
115	1339
114	1338
113	1337
112	1336
111	1335
110	1334
109	1333
108	1332
107	1331
106	1330
105	1329
104	1328
103	1327
102	1326
101	1325
100	1324
99	1323
98	1322
97	1321
96	1320
95	1367
94	1366
93	1365
92	1364
91	1363
90	1362
89	1361
88	1360
87	1359
86	1358
85	1357
84	1356
83	1355
82	1354
81	1353
80	1352
79	1351
78	1350
77	1349
76	1348
75	1347
74	1346
73	1345
72	1344
71	1391
70	1390
69	1389
68	1388
67	1387
66	1386
65	1385
64	1384
63	1383
62	1382
61	1381
60	1380
59	1379
58	1378
57	1377
56	1376
55	1375
54	1374
53	1373
52	1372
51	1371
50	1370
49	1369
48	1368
47	1415
46	1414
45	1413
44	1412
43	1411
42	1410
41	1409
40	1408
39	1407
38	1406
37	1405
36	1404
35	1403
34	1402
33	1401
32	1400
31	1399
30	1398
29	1397
28	1396
27	1395
26	1394
25	1393
24	1392
23	1439
22	1438
21	1437
20	1436
19	1435
18	1434
17	1433
16	1432
15	1431
14	1430
13	1429
12	1428
11	1427
10	1426
9	1425
8	1424
7	1423
6	1422
5	1421
4	1420
3	1419
2	1418
1	1417
0	1416
119	1463
118	1462
117	1461
116	1460
115	1459
114	1458
113	1457
112	1456
111	1455
110	1454
109	1453
108	1452
107	1451
106	1450
105	1449
104	1448
103	1447
102	1446
101	1445
100	1444
99	1443
98	1442
97	1441
96	1440
95	1487
94	1486
93	1485
92	1484
91	1483
90	1482
89	1481
88	1480
87	1479
86	1478
85	1477
84	1476
83	1475
82	1474
81	1473
80	1472
79	1471
78	1470
77	1469
76	1468
75	1467
74	1466
73	1465
72	1464
71	1511
70	1510
69	1509
68	1508
67	1507
66	1506
65	1505
64	1504
63	1503
62	1502
61	1501
60	1500
59	1499
58	1498
57	1497
56	1496
55	1495
54	1494
53	1493
52	1492
51	1491
50	1490
49	1489
48	1488
47	1535
46	1534
45	1533
44	1532
43	1531
42	1530
41	1529
40	1528
39	1527
38	1526
37	1525
36	1524
35	1523
34	1522
33	1521
32	1520
31	1519
30	1518
29	1517
28	1516
27	1515
26	1514
25	1513
24	1512
23	1559
22	1558
21	1557
20	1556
19	1555
18	1554
17	1553
16	1552
15	1551
14	1550
13	1549
12	1548
11	1547
10	1546
9	1545
8	1544
7	1543
6	1542
5	1541
4	1540
3	1539
2	1538
1	1537
0	1536
